County,Awaiting_testing,Inconclusive,Negative,Positive,Percent_positive,Total_tested,Date,file_name,Awaiting_BPHL_testing,Total,Awaiting_Testing,New_Negatives,New_Cases
Sumter,24,1,2037,240,11%,2278,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,46,1
Sumter,24,1,2063,244,11%,2308,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,26,4
Sumter,24,1,2132,244,10%,2377,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,69,0
Sumter,24,,2174,244,10%,2418,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,42,0
Sumter,24,,2183,245,10%,2428,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,9,1
Sumter,24,,2346,246,9%,2592,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,163,1
Sumter,24,,2537,250,9%,2787,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,191,4
Sumter,24,,2571,251,9%,2822,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,34,1
Sumter,23,13,2690,251,8%,2954,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,119,0
Sumter,23,13,2746,252,8%,3011,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,56,1
Sumter,23,13,3058,253,8%,3324,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,312,1
Sumter,23,13,3171,253,7%,3437,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,113,0
Sumter,23,21,3456,252,7%,3729,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,285,-1
Sumter,24,21,3513,253,7%,3787,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,57,1
Sumter,24,21,3566,253,7%,3840,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,53,0
Sumter,24,21,3613,253,7%,3887,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,47,0
Sumter,24,21,3668,254,6%,3943,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,55,1
Sumter,23,21,3701,253,6%,3975,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,33,-1
Sumter,23,21,3765,253,6%,4039,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,64,0
Sumter,23,5,3855,253,6%,4113,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,90,0
Sumter,23,5,3890,253,6%,4148,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,35,0
Sumter,23,5,3992,253,6%,4250,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,102,0
Sumter,23,5,4011,253,6%,4269,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,19,0
Suwannee,,,2,0,0%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,3,1,,
Suwannee,,,4,0,0%,4,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,3,,,2,0
Suwannee,,0,7,0,0%,7,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,6,,,3,0
Suwannee,,0,9,0,0%,9,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,4,,,2,0
Suwannee,,0,13,0,0%,13,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,5,,,4,0
Suwannee,,,14,0,0%,14,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,11,,,1,0
Suwannee,,0,24,0,0%,24,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,14,,,10,0
Suwannee,,0,30,0,0%,30,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,13,,,6,0
Suwannee,10,0,40,1,2%,41,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,10,1
Suwannee,11,0,44,1,2%,45,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,4,0
Suwannee,8,0,54,2,4%,56,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,10,1
Suwannee,7,0,61,3,5%,64,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,7,1
Suwannee,6,0,66,3,4%,69,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,5,0
Suwannee,6,0,70,4,5%,74,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,4,1
Suwannee,16,0,79,7,8%,86,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,9,3
Suwannee,7,0,97,11,10%,108,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,18,4
Suwannee,3,0,124,17,12%,141,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,27,6
Suwannee,3,0,141,18,11%,159,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,17,1
Suwannee,1,0,155,31,17%,186,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,14,13
Suwannee,2,0,167,33,17%,200,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,12,2
Suwannee,0,0,207,54,21%,261,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,40,21
Suwannee,0,0,225,59,21%,284,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,18,5
Suwannee,,,238,67,22%,305,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,13,8
Suwannee,,,251,67,21%,318,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,13,0
Suwannee,,,286,68,19%,354,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,35,1
Suwannee,,,291,75,20%,366,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,5,7
Suwannee,,,305,78,20%,383,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,14,3
Suwannee,1,,314,81,21%,395,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,9,3
Suwannee,,,327,85,21%,412,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,13,4
Suwannee,1,,336,89,21%,425,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,9,4
Suwannee,,,345,90,21%,435,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,9,1
Suwannee,,,357,98,22%,455,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,12,8
Suwannee,,,368,102,22%,470,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,11,4
Suwannee,,,379,104,22%,483,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,11,2
Suwannee,,,382,105,22%,487,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,3,1
Suwannee,2,,406,106,21%,512,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,24,1
Suwannee,2,,426,109,20%,535,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,20,3
Suwannee,2,,449,116,21%,565,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,23,7
Suwannee,2,,472,118,20%,590,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,23,2
Suwannee,2,,582,128,18%,710,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,110,10
Suwannee,1,,602,129,18%,731,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,20,1
Suwannee,1,,609,130,18%,739,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,7,1
Suwannee,,,658,139,17%,797,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,49,9
Suwannee,,,686,141,17%,827,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,28,2
Suwannee,,,712,141,17%,853,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,26,0
Suwannee,,,1057,142,12%,1199,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,345,1
Suwannee,,,1068,143,12%,1211,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,11,1
Suwannee,,,1077,144,12%,1221,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,9,1
Suwannee,,,1108,145,12%,1253,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,31,1
Suwannee,,,1125,145,11%,1270,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,17,0
Suwannee,,,1141,146,11%,1287,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,16,1
Suwannee,,,1166,146,11%,1312,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,25,0
Suwannee,,,1275,148,10%,1423,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,109,2
Suwannee,,,1278,149,10%,1427,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,3,1
Suwannee,,,1300,151,10%,1451,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,22,2
Suwannee,,,1316,151,10%,1467,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,16,0
Suwannee,,,1337,153,10%,1490,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,21,2
Suwannee,,,1355,158,10%,1513,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,18,5
Suwannee,,,1383,160,10%,1543,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,28,2
Suwannee,,,1485,160,10%,1645,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,102,0
Suwannee,,,1592,160,9%,1752,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,107,0
Suwannee,,7,1911,164,8%,2082,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,319,4
Suwannee,,7,1945,164,8%,2116,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,34,0
Suwannee,,7,1970,165,8%,2142,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,25,1
Suwannee,,7,2031,166,8%,2204,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,61,1
Suwannee,,7,2058,165,7%,2230,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,27,-1
Suwannee,,7,2093,166,7%,2266,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,35,1
Suwannee,,7,2119,166,7%,2292,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,26,0
Suwannee,,2,2196,166,7%,2364,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,77,0
Suwannee,,2,2207,167,7%,2376,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,11,1
Suwannee,,2,2239,167,7%,2408,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,32,0
Suwannee,,2,2267,168,7%,2437,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,28,1
Taylor,,,5,0,0%,5,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,0,,,,
Taylor,,0,6,0,0%,6,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,0,,,1,0
Taylor,,0,6,0,0%,6,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,0,,,0,0
Taylor,,0,8,0,0%,8,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,2,,,2,0
Taylor,,,12,0,0%,12,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,0,,,4,0
Taylor,,0,21,0,0%,21,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,0,,,9,0
Taylor,,0,26,0,0%,26,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,0,,,5,0
Taylor,0,0,28,0,0%,28,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,2,0
Taylor,0,0,28,0,0%,28,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,0,0
Taylor,0,0,30,0,0%,30,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,2,0
Taylor,0,0,32,0,0%,32,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,2,0
Taylor,0,0,35,0,0%,35,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,3,0
Taylor,0,0,36,0,0%,36,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,1,0
Taylor,1,0,37,0,0%,37,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,1,0
Taylor,0,0,42,0,0%,42,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,5,0
Taylor,0,0,46,0,0%,46,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,4,0
Taylor,0,0,52,0,0%,52,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,6,0
Taylor,0,0,58,0,0%,58,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,6,0
Taylor,0,0,69,1,1%,70,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,11,1
Taylor,0,0,82,1,1%,83,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,13,0
Taylor,2,0,97,1,1%,98,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,15,0
Taylor,,,115,1,1%,116,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,18,0
Taylor,,,117,1,1%,118,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,2,0
Taylor,,,126,1,1%,127,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,9,0
Taylor,,,128,1,1%,129,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,2,0
Taylor,,1,134,1,1%,136,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,6,0
Taylor,1,1,137,1,1%,139,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,3,0
Taylor,1,1,145,1,1%,147,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,8,0
Taylor,,,158,1,1%,159,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,13,0
Taylor,,,166,1,1%,167,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,8,0
Taylor,,,174,2,1%,176,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,8,1
Taylor,,,177,2,1%,179,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,3,0
Taylor,1,,178,2,1%,180,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,1,0
Taylor,1,,179,2,1%,181,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,1,0
Taylor,1,,187,3,2%,190,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,8,1
Taylor,2,,192,3,2%,195,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,5,0
Taylor,1,,204,3,1%,207,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,12,0
Taylor,1,,211,3,1%,214,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,7,0
Taylor,5,,214,3,1%,217,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,3,0
Taylor,3,,223,3,1%,226,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,9,0
Taylor,2,,224,3,1%,227,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,1,0
Taylor,2,,229,3,1%,232,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,5,0
Taylor,2,,230,3,1%,233,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,1,0
Taylor,2,,230,3,1%,233,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,0,0
Taylor,,,236,3,1%,239,5/4/2020,Florida COVID-19 Data 05-04-2020.txt,,,,6,0
Taylor,,,247,3,1%,250,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,11,0
Taylor,,,247,3,1%,250,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,0,0
Taylor,1,,251,3,1%,254,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,4,0
Taylor,,,257,3,1%,260,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,6,0
Taylor,,,267,3,1%,270,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,10,0
Taylor,,,313,3,1%,316,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,46,0
Taylor,,,322,3,1%,325,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,9,0
Taylor,,,337,3,1%,340,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,15,0
Taylor,,,345,3,1%,348,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,8,0
Taylor,,,358,3,1%,361,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,13,0
Taylor,,,362,3,1%,365,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,4,0
Taylor,,,362,3,1%,365,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,0,0
Taylor,,1,368,3,1%,372,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,6,0
Taylor,,1,381,5,1%,387,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,13,2
Taylor,1,1,402,5,1%,408,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,21,0
Taylor,2,1,492,5,1%,498,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,90,0
Taylor,,3,634,10,2%,647,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,142,5
Taylor,1,3,653,11,2%,667,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,19,1
Taylor,1,3,669,12,2%,684,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,16,1
Taylor,,3,796,14,2%,813,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,127,2
Taylor,,3,847,14,2%,864,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,51,0
Taylor,,3,876,14,2%,893,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,29,0
Taylor,,3,883,16,2%,902,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,7,2
Taylor,,1,896,19,2%,916,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,13,3
Taylor,,1,902,20,2%,923,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,6,1
Taylor,,1,929,22,2%,952,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,27,2
Taylor,,1,1007,22,2%,1030,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,78,0
Total,,,816,160,9%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,1824,848,,
Total,,,5714,563,9%,6277,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,1095,,,4898,403
Total,,1,7570,763,9%,8334,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,1004,,,1856,200
Total,,1,9330,1007,10%,10338,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,932,,,1760,244
Total,,1,11637,1227,10%,12865,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,1100,,,2307,220
Total,,,13358,1467,10%,14825,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,1220,,,1721,240
Total,,3,20165,1977,9%,22145,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,1578,,,6807,510
Total,,4,24855,2484,9%,27343,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,1771,,,4690,507
Total,1573,10,31114,3198,9%,34322,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,6259,714
Total,1302,11,37720,4038,10%,41769,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,6606,840
Total,1085,12,44481,4950,10%,49443,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,6761,912
Total,1186,16,49796,5704,10%,55516,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,5315,754
Total,1261,15,56644,6741,11%,63400,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,6848,1037
Total,1235,15,59529,6955,10%,66499,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,2885,214
Total,1389,29,71348,9008,11%,80385,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,11819,2053
Total,1388,35,84144,10268,11%,94447,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,12796,1260
Total,1319,48,94401,11545,11%,105994,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,10257,1277
Total,1194,53,103301,12350,11%,115704,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,8900,805
Total,1322,75,111022,13629,11%,124726,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,7721,1279
Total,1407,100,123415,14747,11%,138262,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,12393,1118
Total,1523,164,139862,16826,11%,156852,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,16447,2079
Total,1454,257,147461,17968,11%,165686,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,7599,1142
Total,1345,316,156532,18986,11%,175834,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,9071,1018
Total,1267,617,165008,19895,11%,185520,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,8476,909
Total,1238,962,177786,21019,11%,199767,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,12778,1124
Total,1275,958,181813,21367,10%,204138,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,4027,348
Total,1344,1221,187942,22081,10%,211244,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,6129,714
Total,1325,319,196351,22897,10%,219567,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,8409,816
Total,1285,381,210718,24119,10%,235218,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,14367,1222
Total,1278,607,221258,25269,10%,247134,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,10540,1150
Total,1179,619,230083,25996,10%,256698,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,8825,727
Total,1104,628,239565,26660,10%,266853,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,9482,664
Total,1203,626,249564,27495,10%,277685,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,9999,835
Total,1292,592,263468,28576,10%,292636,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,13904,1081
Total,1301,578,267876,28832,10%,297286,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,4408,256
Total,1287,581,286785,30174,10%,317540,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,18909,1342
Total,1292,583,302260,30839,9%,333682,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,15475,665
Total,1183,569,313085,31528,9%,345182,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,10825,689
Total,1099,565,324325,32138,9%,357028,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,11240,610
Total,1216,560,334029,32846,9%,367435,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,9704,708
Total,1252,560,340295,33193,9%,374048,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,6266,347
Total,1187,561,348715,33690,9%,382966,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,8420,497
Total,1207,561,367971,34728,9%,403260,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,19256,1038
Total,1199,551,380549,35463,9%,416563,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,12578,735
Total,1226,555,392111,36078,8%,428744,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,11562,615
Total,1181,544,407373,36897,8%,444814,5/4/2020,Florida COVID-19 Data 05-04-2020.txt,,,,15262,819
Total,1265,597,428252,37439,8%,466288,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,20879,542
Total,1351,603,442049,38002,8%,480654,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,13797,563
Total,1499,626,454122,38828,8%,493576,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,12073,826
Total,1433,676,474142,39199,8%,514017,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,20020,371
Total,1452,682,487730,40001,8%,528413,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,13588,802
Total,1265,682,498352,40596,8%,539630,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,10622,595
Total,1080,684,520075,40982,7%,561741,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,21723,386
Total,1064,712,537681,41923,7%,580316,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,17606,941
Total,1191,715,552361,42402,7%,595478,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,14680,479
Total,1228,737,565627,43210,7%,609574,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,13266,808
Total,1409,747,574075,44138,7%,618960,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,8448,928
Total,1676,748,585236,44811,7%,630795,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,11161,673
Total,1479,1289,606204,45588,7%,653081,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,20968,777
Total,1346,1298,629970,46442,7%,677710,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,23766,854
Total,1369,1307,668911,46944,7%,717162,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,38941,502
Total,1357,1321,723877,47471,6%,772669,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,54966,527
Total,1487,1676,786045,49451,6%,837172,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,62168,1980
Total,1563,1675,806310,50127,6%,858112,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,20265,676
Total,1337,1681,820368,50867,6%,872916,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,14058,740
Total,988,1693,856489,51746,6%,909928,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,36121,879
Total,901,1696,870969,52255,6%,924920,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,14480,509
Total,955,1700,880937,52634,6%,935271,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,9968,379
Total,1158,1705,898331,53285,6%,953321,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,17394,651
Total,1308,921,928742,54497,6%,984160,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,30411,1212
Total,1391,918,939544,55424,6%,995886,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,10802,927
Total,1332,916,965186,56163,5%,1022265,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,25642,739
Total,1160,918,983570,56830,5%,1041318,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,18384,667
Union,,,1,0,0%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,2,1,,
Union,,,9,0,0%,9,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,0,,,8,0
Union,,0,14,0,0%,14,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,0,,,5,0
Union,,0,15,0,0%,15,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,0,,,1,0
Union,,0,17,0,0%,17,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,1,,,2,0
Union,,,19,0,0%,19,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,1,,,2,0
Union,,0,24,0,0%,24,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,1,,,5,0
Union,,0,28,0,0%,28,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,1,,,4,0
Union,1,0,30,0,0%,30,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,2,0
Union,1,0,33,0,0%,33,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,3,0
Union,1,0,35,0,0%,35,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,2,0
Union,1,0,37,0,0%,37,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,2,0
Union,2,0,42,1,2%,43,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,5,1
