County,Awaiting_testing,Inconclusive,Negative,Positive,Percent_positive,Total_tested,Date,file_name,Awaiting_BPHL_testing,Total,Awaiting_Testing,New_Negatives,New_Cases
Seminole,13,1,2082,202,9%,2285,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,102,7
Seminole,14,1,2382,229,9%,2612,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,300,27
Seminole,13,1,2481,238,9%,2720,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,99,9
Seminole,13,1,2535,242,9%,2778,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,54,4
Seminole,12,1,2731,255,9%,2987,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,196,13
Seminole,11,9,2973,268,8%,3250,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,242,13
Seminole,11,9,3006,274,8%,3289,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,33,6
Seminole,12,11,3093,281,8%,3385,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,87,7
Seminole,11,1,3289,300,8%,3590,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,196,19
Seminole,10,2,3484,310,8%,3796,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,195,10
Seminole,10,2,3614,314,8%,3930,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,130,4
Seminole,8,2,3771,318,8%,4091,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,157,4
Seminole,7,3,3854,323,8%,4180,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,83,5
Seminole,7,3,4003,328,8%,4334,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,149,5
Seminole,6,3,4115,333,7%,4451,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,112,5
Seminole,6,3,4129,334,7%,4466,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,14,1
Seminole,6,3,4390,344,7%,4737,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,261,10
Seminole,6,3,4919,351,7%,5273,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,529,7
Seminole,4,3,5175,357,6%,5535,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,256,6
Seminole,4,4,5952,367,6%,6323,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,777,10
Seminole,3,4,6204,374,6%,6582,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,252,7
Seminole,3,4,6270,373,6%,6647,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,66,-1
Seminole,3,4,6464,379,6%,6847,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,194,6
Seminole,3,4,6803,385,5%,7192,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,339,6
Seminole,3,4,7356,395,5%,7755,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,553,10
Seminole,3,3,7727,394,5%,8124,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,371,-1
Seminole,3,7,8444,403,5%,8854,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,717,9
Seminole,3,7,8846,408,4%,9261,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,402,5
Seminole,3,7,9104,410,4%,9521,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,258,2
Seminole,3,9,9323,410,4%,9742,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,219,0
Seminole,3,9,9637,411,4%,10057,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,314,1
Seminole,4,10,9925,415,4%,10350,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,288,4
Seminole,3,10,10366,415,4%,10791,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,441,0
Seminole,3,12,10602,418,4%,11032,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,236,3
Seminole,2,12,10710,422,4%,11144,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,108,4
Seminole,3,12,10892,426,4%,11330,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,182,4
Seminole,2,12,11037,429,4%,11478,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,145,3
Seminole,2,12,11254,431,4%,11697,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,217,2
Seminole,2,13,12324,432,3%,12769,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,1070,1
Seminole,3,13,12849,435,3%,13297,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,525,3
Seminole,3,13,14965,442,3%,15420,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,2116,7
Seminole,3,13,15499,444,3%,15956,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,534,2
Seminole,3,15,16290,449,3%,16754,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,791,5
Seminole,4,15,16701,454,3%,17170,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,411,5
Seminole,4,15,16928,459,3%,17402,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,227,5
Seminole,4,15,17346,461,3%,17822,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,418,2
Seminole,4,15,17734,465,3%,18214,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,388,4
Seminole,4,15,17924,471,3%,18410,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,190,6
Seminole,4,16,18446,474,3%,18936,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,522,3
Seminole,3,12,18854,481,2%,19347,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,408,7
Seminole,3,12,19002,484,2%,19498,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,148,3
Seminole,3,12,19266,490,2%,19768,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,264,6
Seminole,3,12,19405,491,2%,19908,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,139,1
St. Johns,,,24,3,5%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,55,28,,
St. Johns,,,132,7,5%,139,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,25,,,108,4
St. Johns,,0,171,9,5%,180,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,22,,,39,2
St. Johns,,0,194,16,8%,210,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,32,,,23,7
St. Johns,,0,226,18,7%,244,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,28,,,32,2
St. Johns,,,255,24,9%,279,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,34,,,29,6
St. Johns,,0,389,28,7%,417,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,25,,,134,4
St. Johns,,0,481,36,7%,517,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,30,,,92,8
St. Johns,29,0,549,42,7%,591,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,68,6
St. Johns,33,0,629,50,7%,679,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,80,8
St. Johns,22,0,746,59,7%,805,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,117,9
St. Johns,30,1,774,61,7%,836,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,28,2
St. Johns,29,1,860,79,8%,940,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,86,18
St. Johns,26,1,943,83,8%,1027,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,83,4
St. Johns,39,0,1220,102,8%,1322,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,277,19
St. Johns,47,0,1511,119,7%,1630,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,291,17
St. Johns,42,1,1749,132,7%,1882,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,238,13
St. Johns,38,1,2073,141,6%,2215,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,324,9
St. Johns,39,1,2152,147,6%,2300,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,79,6
St. Johns,27,1,2376,154,6%,2531,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,224,7
St. Johns,27,1,2695,163,6%,2859,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,319,9
St. Johns,17,2,2773,165,6%,2940,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,78,2
St. Johns,14,2,2943,170,5%,3115,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,170,5
St. Johns,19,2,3021,173,5%,3196,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,78,3
St. Johns,18,2,3154,176,5%,3332,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,133,3
St. Johns,16,2,3208,176,5%,3386,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,54,0
St. Johns,10,2,3245,177,5%,3424,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,37,1
St. Johns,13,1,3369,181,5%,3551,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,124,4
St. Johns,17,1,3524,185,5%,3710,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,155,4
St. Johns,14,1,3614,188,5%,3803,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,90,3
St. Johns,8,1,3726,188,5%,3915,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,112,0
St. Johns,10,1,3832,191,5%,4024,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,106,3
St. Johns,8,1,3896,193,5%,4090,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,64,2
St. Johns,6,1,4027,195,5%,4223,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,131,2
St. Johns,10,1,4045,195,5%,4241,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,18,0
St. Johns,12,1,4180,201,5%,4382,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,135,6
St. Johns,9,1,4272,203,5%,4476,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,92,2
St. Johns,5,1,4367,204,4%,4572,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,95,1
St. Johns,5,1,4409,204,4%,4614,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,42,0
St. Johns,7,1,4627,207,4%,4835,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,218,3
St. Johns,9,1,4691,207,4%,4899,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,64,0
St. Johns,14,1,4769,208,4%,4978,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,78,1
St. Johns,9,1,5023,210,4%,5234,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,254,2
St. Johns,10,1,5085,212,4%,5298,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,62,2
St. Johns,16,1,5189,211,4%,5401,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,104,-1
St. Johns,18,1,5406,214,4%,5621,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,217,3
St. Johns,24,1,5476,216,4%,5693,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,70,2
St. Johns,26,1,5571,222,4%,5794,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,95,6
St. Johns,24,11,5980,223,4%,6214,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,409,1
St. Johns,23,11,6061,222,4%,6294,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,81,-1
St. Johns,10,11,6194,222,3%,6427,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,133,0
St. Johns,6,10,6395,222,3%,6627,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,201,0
St. Johns,5,10,6613,223,3%,6846,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,218,1
St. Johns,4,12,6654,229,3%,6895,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,41,6
St. Johns,4,25,6914,231,3%,7170,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,260,2
St. Johns,6,25,7293,231,3%,7549,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,379,0
St. Johns,6,25,7447,231,3%,7703,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,154,0
St. Johns,5,35,7682,231,3%,7948,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,235,0
St. Johns,5,35,7975,232,3%,8242,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,293,1
St. Johns,9,35,8334,233,3%,8602,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,359,1
St. Johns,7,37,9136,233,2%,9406,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,802,0
St. Johns,5,40,9467,236,2%,9743,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,331,3
St. Johns,5,40,9556,238,2%,9834,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,89,2
St. Johns,8,40,9648,239,2%,9927,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,92,1
St. Johns,8,40,9943,240,2%,10223,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,295,1
St. Johns,9,40,10072,241,2%,10353,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,129,1
St. Johns,9,40,10192,245,2%,10477,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,120,4
St. Johns,10,39,10352,247,2%,10638,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,160,2
St. Johns,12,23,10527,252,2%,10802,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,175,5
St. Johns,12,22,10619,256,2%,10897,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,92,4
St. Johns,7,22,10863,260,2%,11145,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,244,4
St. Johns,4,22,10980,260,2%,11262,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,117,0
St. Lucie,,,2,0,0%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,5,3,,
St. Lucie,,,21,0,0%,21,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,9,,,19,0
St. Lucie,,0,68,1,1%,69,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,6,,,47,1
St. Lucie,,0,82,3,4%,85,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,3,,,14,2
St. Lucie,,0,104,5,5%,109,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,3,,,22,2
St. Lucie,,,107,6,5%,113,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,9,,,3,1
St. Lucie,,0,127,9,7%,136,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,13,,,20,3
St. Lucie,,0,147,11,7%,158,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,14,,,20,2
St. Lucie,14,0,220,17,7%,237,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,73,6
St. Lucie,11,0,306,22,7%,328,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,86,5
St. Lucie,15,0,350,24,6%,374,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,44,2
St. Lucie,16,0,381,31,8%,412,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,31,7
St. Lucie,14,0,498,38,7%,536,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,117,7
St. Lucie,14,0,556,40,7%,596,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,58,2
St. Lucie,17,0,615,48,7%,663,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,59,8
St. Lucie,21,0,759,60,7%,819,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,144,12
St. Lucie,20,0,871,76,8%,947,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,112,16
St. Lucie,21,0,968,82,8%,1050,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,97,6
St. Lucie,21,0,1133,107,9%,1240,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,165,25
St. Lucie,32,0,1324,122,8%,1446,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,191,15
St. Lucie,38,0,1515,137,8%,1652,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,191,15
St. Lucie,41,1,1548,146,9%,1695,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,33,9
St. Lucie,45,1,1653,149,8%,1803,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,105,3
St. Lucie,30,2,1702,152,8%,1856,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,49,3
St. Lucie,37,1,1778,161,8%,1940,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,76,9
St. Lucie,41,1,1815,164,8%,1980,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,37,3
St. Lucie,42,1,1824,169,8%,1994,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,9,5
St. Lucie,38,1,1847,179,9%,2027,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,23,10
St. Lucie,44,2,1917,192,9%,2111,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,70,13
St. Lucie,45,2,1966,192,9%,2160,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,49,0
St. Lucie,35,2,2088,202,9%,2292,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,122,10
St. Lucie,33,2,2158,204,9%,2364,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,70,2
St. Lucie,37,2,2198,204,8%,2404,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,40,0
St. Lucie,54,2,2258,213,9%,2473,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,60,9
St. Lucie,54,2,2293,215,9%,2510,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,35,2
St. Lucie,55,2,2459,222,8%,2683,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,166,7
St. Lucie,48,2,2528,225,8%,2755,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,69,3
St. Lucie,47,2,2615,228,8%,2845,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,87,3
St. Lucie,48,2,2724,236,8%,2962,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,109,8
St. Lucie,52,2,2790,239,8%,3031,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,66,3
St. Lucie,54,2,2822,239,8%,3063,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,32,0
St. Lucie,73,2,2944,247,8%,3193,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,122,8
St. Lucie,48,2,3063,249,8%,3314,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,119,2
St. Lucie,47,2,3206,254,7%,3462,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,143,5
St. Lucie,43,2,3337,257,7%,3596,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,131,3
St. Lucie,51,3,3556,259,7%,3818,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,219,2
St. Lucie,52,3,3631,265,7%,3899,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,75,6
St. Lucie,53,4,3754,271,7%,4029,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,123,6
St. Lucie,54,4,3993,275,6%,4272,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,239,4
St. Lucie,59,4,4739,280,6%,5023,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,746,5
St. Lucie,58,4,4849,282,5%,5135,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,110,2
St. Lucie,51,4,5048,284,5%,5336,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,199,2
St. Lucie,53,4,5223,290,5%,5517,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,175,6
St. Lucie,56,4,5271,299,5%,5574,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,48,9
St. Lucie,57,4,5494,301,5%,5799,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,223,2
St. Lucie,64,5,5582,313,5%,5900,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,88,12
St. Lucie,70,6,5649,316,5%,5971,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,67,3
St. Lucie,64,6,5796,323,5%,6125,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,147,7
St. Lucie,59,7,6028,334,5%,6369,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,232,11
St. Lucie,58,7,6489,337,5%,6833,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,461,3
St. Lucie,54,7,6957,336,5%,7300,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,468,-1
St. Lucie,52,10,8512,363,4%,8885,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,1555,27
St. Lucie,53,10,8736,386,4%,9132,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,224,23
St. Lucie,52,10,8827,391,4%,9228,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,91,5
St. Lucie,46,10,9139,404,4%,9553,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,312,13
St. Lucie,50,10,9371,413,4%,9794,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,232,9
St. Lucie,75,10,9495,420,4%,9925,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,124,7
St. Lucie,83,11,9689,424,4%,10124,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,194,4
St. Lucie,80,7,10301,449,4%,10757,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,612,25
St. Lucie,101,7,10434,463,4%,10904,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,133,14
St. Lucie,85,8,10705,471,4%,11184,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,271,8
St. Lucie,67,8,10829,473,4%,11310,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,124,2
Sumter,,,7,0,0%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,16,9,,
Sumter,,,36,2,5%,38,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,13,,,29,2
Sumter,,0,47,4,8%,51,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,2,,,11,2
Sumter,,0,54,5,8%,59,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,1,,,7,1
Sumter,,0,64,8,11%,72,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,2,,,10,3
Sumter,,,76,10,12%,86,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,18,,,12,2
Sumter,,1,205,18,8%,224,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,19,,,129,8
Sumter,,1,270,24,8%,295,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,13,,,65,6
Sumter,15,5,416,29,6%,450,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,146,5
Sumter,6,5,545,40,7%,590,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,129,11
Sumter,1,4,628,45,7%,677,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,83,5
Sumter,2,1,713,47,6%,761,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,85,2
Sumter,5,1,728,51,7%,780,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,15,4
Sumter,5,1,735,52,7%,788,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,7,1
Sumter,13,1,760,66,8%,827,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,25,14
Sumter,12,1,784,68,8%,853,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,24,2
Sumter,11,1,818,73,8%,892,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,34,5
Sumter,11,1,833,75,8%,909,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,15,2
Sumter,12,1,859,81,9%,941,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,26,6
Sumter,13,1,900,87,9%,988,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,41,6
Sumter,13,1,949,100,10%,1050,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,49,13
Sumter,14,1,975,107,10%,1083,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,26,7
Sumter,15,1,1004,108,10%,1113,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,29,1
Sumter,17,1,1021,110,10%,1132,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,17,2
Sumter,26,1,1090,112,9%,1203,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,69,2
Sumter,27,1,1095,112,9%,1208,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,5,0
Sumter,30,1,1102,114,9%,1217,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,7,2
Sumter,31,1,1145,117,9%,1263,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,43,3
Sumter,28,1,1177,117,9%,1295,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,32,0
Sumter,27,1,1208,124,9%,1333,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,31,7
Sumter,26,1,1379,145,10%,1525,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,171,21
Sumter,26,2,1421,147,9%,1570,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,42,2
Sumter,26,2,1440,153,10%,1595,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,19,6
Sumter,26,1,1464,164,10%,1629,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,24,11
Sumter,26,1,1471,165,10%,1637,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,7,1
Sumter,26,,1527,167,10%,1694,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,56,2
Sumter,26,,1554,169,10%,1723,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,27,2
Sumter,24,,1567,171,10%,1738,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,13,2
Sumter,24,,1592,173,10%,1765,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,25,2
Sumter,25,,1603,177,10%,1780,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,11,4
Sumter,25,,1620,176,10%,1796,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,17,-1
Sumter,24,,1638,181,10%,1819,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,18,5
Sumter,24,,1724,217,11%,1941,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,86,36
Sumter,24,,1774,221,11%,1995,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,50,4
Sumter,24,,1805,226,11%,2031,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,31,5
Sumter,24,,1885,236,11%,2121,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,80,10
Sumter,24,,1920,234,11%,2154,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,35,-2
Sumter,24,,1942,238,11%,2180,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,22,4
Sumter,24,1,1991,239,11%,2231,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,49,1
