COUNTY	AWAITING_TESTING	NEGATIVE	POSITIVE	PERCENT_POSITIVE	TOTAL_TESTED	FILE_NAME	INCONCLUSIVE	DATE	NEW_NEGATIVES	NEW_CASES	DAY_OF_WEEK
Jackson	11.0	81	4.0	5.0	96.0	html version of FL COVID Rep 04-02-2020(PM)	0.0	2020-04-02	0.0	0.0	3
Jackson	4.0	93	4.0	4.0	101.0	html version of FL COVID Rep 04-03-2020	0.0	2020-04-03	12.0	0.0	4
Jackson	4.0	93	4.0	4.0	101.0	html version of FL COVID Rep 04-03-2020(PM)	0.0	2020-04-03	0.0	0.0	4
Jackson	4.0	103	4.0	4.0	111.0	html version of FL COVID Rep 04-04-2020	0.0	2020-04-04	10.0	0.0	5
Jackson	4.0	104	4.0	4.0	112.0	html version of FL COVID Rep 04-04-2020(PM)	0.0	2020-04-04	1.0	0.0	5
Jackson	1.0	106	4.0	4.0	111.0	html version of FL COVID Rep 04-05-2020	0.0	2020-04-05	2.0	0.0	6
Jackson	1.0	108	4.0	4.0	113.0	html version of FL COVID Rep 04-05-2020(PM)	0.0	2020-04-05	2.0	0.0	6
Jackson	1.0	120	4.0	3.0	125.0	html version of FL COVID Rep 04-06-2020	0.0	2020-04-06	12.0	0.0	0
Jackson	1.0	120	4.0	3.0	125.0	html version of FL COVID Rep 04-06-2020(PM)	0.0	2020-04-06	0.0	0.0	0
Jackson	1.0	138	4.0	3.0	143.0	html version of FL COVID Rep 04-07-2020	0.0	2020-04-07	18.0	0.0	1
Jackson	1.0	138	4.0	3.0	143.0	html version of FL COVID Rep 04-07-2020(PM)	0.0	2020-04-07	0.0	0.0	1
Jackson	1.0	152	4.0	3.0	157.0	html version of FL COVID Rep 04-08-2020	0.0	2020-04-08	14.0	0.0	2
Jackson	0.0	152	4.0	3.0	156.0	html version of FL COVID Rep 04-08-2020(PM)	0.0	2020-04-08	0.0	0.0	2
Jackson	0.0	156	5.0	3.0	161.0	html version of FL COVID Rep 04-09-2020	0.0	2020-04-09	4.0	1.0	3
Jackson	0.0	157	5.0	3.0	162.0	html version of FL COVID Rep 04-09-2020(PM)	0.0	2020-04-09	1.0	0.0	3
Jackson	0.0	172	5.0	3.0	177.0	html version of FL COVID Rep 04-10-2020	0.0	2020-04-10	15.0	0.0	4
Jackson	0.0	172	5.0	3.0	177.0	html version of FL COVID Rep 04-10-2020(PM)	0.0	2020-04-10	0.0	0.0	4
Jackson	0.0	176	5.0	3.0	181.0	html version of FL COVID Rep 04-11-2020	0.0	2020-04-11	4.0	0.0	5
Jackson	0.0	177	6.0	3.0	183.0	html version of FL COVID Rep 04-11-2020(PM)	0.0	2020-04-11	1.0	1.0	5
Jackson	0.0	180	6.0	3.0	186.0	html version of FL COVID Rep 04-12-2020	0.0	2020-04-12	3.0	0.0	6
Jackson	0.0	182	6.0	3.0	188.0	html version of FL COVID Rep 04-12-2020(PM)	0.0	2020-04-12	2.0	0.0	6
Jackson	0.0	195	6.0	3.0	201.0	html version of FL COVID Rep 04-13-2020	0.0	2020-04-13	13.0	0.0	0
Jackson	0.0	198	6.0	3.0	204.0	html version of FL COVID Rep 04-13-2020(PM)	0.0	2020-04-13	3.0	0.0	0
Jackson	0.0	203	6.0	3.0	209.0	html version of FL COVID Rep 04-14-2020	0.0	2020-04-14	5.0	0.0	1
Jackson	0.0	204	6.0	3.0	210.0	html version of FL COVID Rep 04-14-2020(PM)	0.0	2020-04-14	1.0	0.0	1
Jackson	0.0	206	6.0	3.0	212.0	html version of FL COVID Rep 04-15-2020	0.0	2020-04-15	2.0	0.0	2
Jackson	0.0	207	6.0	3.0	213.0	html version of FL COVID Rep 04-15-2020(PM)	0.0	2020-04-15	1.0	0.0	2
Jackson	0.0	210	6.0	3.0	216.0	html version of FL COVID Rep 04-16-2020	0.0	2020-04-16	3.0	0.0	3
Jackson	0.0	211	8.0	4.0	219.0	html version of FL COVID Rep 04-16-2020(PM)	0.0	2020-04-16	1.0	2.0	3
Jackson	0.0	218	8.0	4.0	226.0	html version of FL COVID Rep 04-17-2020	0.0	2020-04-17	7.0	0.0	4
Jackson	0.0	223	8.0	3.0	231.0	html version of FL COVID Rep 04-17-2020(PM)	0.0	2020-04-17	5.0	0.0	4
Jackson	0.0	233	8.0	3.0	241.0	html version of FL COVID Rep 04-18-2020	0.0	2020-04-18	10.0	0.0	5
Jackson	0.0	245	8.0	3.0	253.0	html version of FL COVID Rep 04-18-2020(PM)	0.0	2020-04-18	12.0	0.0	5
Jackson	0.0	260	8.0	3.0	268.0	html version of FL COVID Rep 04-19-2020	0.0	2020-04-19	15.0	0.0	6
Jackson	0.0	263	8.0	3.0	271.0	html version of FL COVID Rep 04-19-2020(PM)	0.0	2020-04-19	3.0	0.0	6
Jackson	0.0	279	9.0	3.0	288.0	html version of FL COVID Rep 04-20-2020	0.0	2020-04-20	16.0	1.0	0
Jackson	0.0	282	9.0	3.0	291.0	html version of FL COVID Rep 04-20-2020(PM)	0.0	2020-04-20	3.0	0.0	0
Jackson	0.0	302	10.0	3.0	312.0	html version of FL COVID Rep 04-21-2020	0.0	2020-04-21	20.0	1.0	1
Jackson	0.0	309	11.0	3.0	320.0	html version of FL COVID Rep 04-21-2020(PM)	0.0	2020-04-21	7.0	1.0	1
Jackson	0.0	316	11.0	3.0	327.0	html version of FL COVID Rep 04-22-2020	0.0	2020-04-22	7.0	0.0	2
Jackson	0.0	319	11.0	3.0	330.0	html version of FL COVID Rep 04-22-2020(PM)	0.0	2020-04-22	3.0	0.0	2
Jackson	0.0	319	11.0	3.0	330.0	html version of FL COVID Rep 04-23-2020	0.0	2020-04-23	0.0	0.0	3
Jackson	0.0	320	13.0	4.0	333.0	html version of FL COVID Rep 04-23-2020(PM)	0.0	2020-04-23	1.0	2.0	3
Jackson	0.0	355	13.0	4.0	368.0	html version of FL COVID Rep 04-24-2020	0.0	2020-04-24	35.0	0.0	4
Jackson	0.0	355	13.0	4.0	368.0	html version of FL COVID Rep 04-24-2020(PM)	0.0	2020-04-24	0.0	0.0	4
Jackson	0.0	375	13.0	3.0	388.0	html version of FL COVID Rep 04-25-2020	0.0	2020-04-25	20.0	0.0	5
Jackson	0.0	379	13.0	3.0	392.0	html version of FL COVID Rep 04-26-2020	0.0	2020-04-26	4.0	0.0	6
Jackson	0.0	385	13.0	3.0	398.0	html version of FL COVID Rep 04-27-2020	0.0	2020-04-27	6.0	0.0	0
Jackson	0.0	386	13.0	3.0	399.0	html version of FL COVID Rep 04-28-2020	0.0	2020-04-28	1.0	0.0	1
Jackson	0.0	390	14.0	3.0	404.0	html version of FL COVID Rep 04-29-2020	0.0	2020-04-29	4.0	1.0	2
Jackson	0.0	394	14.0	3.0	408.0	html version of FL COVID Rep 04-30-2020	0.0	2020-04-30	4.0	0.0	3
Jackson	0.0	445	14.0	3.0	459.0	html version of FL COVID Rep 05-01-2020	0.0	2020-05-01	51.0	0.0	4
Jackson	0.0	469	14.0	3.0	483.0	html version of FL COVID Rep 05-02-2020	0.0	2020-05-02	24.0	0.0	5
Jackson	0.0	494	15.0	3.0	509.0	html version of FL COVID Rep 05-03-2020	0.0	2020-05-03	25.0	1.0	6
Jackson	0.0	507	15.0	3.0	522.0	html version of FL COVID Rep 05-04-2020	0.0	2020-05-04	13.0	0.0	0
Jackson	0.0	525	15.0	3.0	540.0	html version of FL COVID Rep 05-05-2020	0.0	2020-05-05	18.0	0.0	1
Jackson	0.0	528	23.0	4.0	551.0	html version of FL COVID Rep 05-06-2020	0.0	2020-05-06	3.0	8.0	2
Jackson	0.0	534	31.0	5.0	565.0	html version of FL COVID Rep 05-07-2020	0.0	2020-05-07	6.0	8.0	3
Jackson	0.0	695	74.0	10.0	769.0	html version of FL COVID Rep 05-08-2020	0.0	2020-05-08	161.0	43.0	4
Jackson	0.0	712	72.0	9.0	784.0	html version of FL COVID Rep 05-09-2020	0.0	2020-05-09	17.0	-2.0	5
Jackson	0.0	711	91.0	11.0	802.0	html version of FL COVID Rep 05-10-2020	0.0	2020-05-10	-1.0	19.0	6
Jackson	0.0	727	97.0	12.0	824.0	html version of FL COVID Rep 05-11-2020	0.0	2020-05-11	16.0	6.0	0
Jackson	0.0	863	131.0	13.0	994.0	html version of FL COVID Rep 05-12-2020	0.0	2020-05-12	136.0	34.0	1
Jackson	0.0	871	106.0	11.0	977.0	html version of FL COVID Rep 05-13-2020	0.0	2020-05-13	8.0	-25.0	2
Jackson	0.0	885	105.0	11.0	991.0	html version of FL COVID Rep 05-14-2020	1.0	2020-05-14	14.0	-1.0	3
Jackson	0.0	883	125.0	12.0	1009.0	html version of FL COVID Rep 05-15-2020	1.0	2020-05-15	-2.0	20.0	4
Jackson	0.0	891	126.0	12.0	1018.0	html version of FL COVID Rep 05-16-2020	1.0	2020-05-16	8.0	1.0	5
Jackson	0.0	943	129.0	12.0	1075.0	html version of FL COVID Rep 05-17-2020	3.0	2020-05-17	52.0	3.0	6
Jackson	0.0	1066	131.0	11.0	1200.0	html version of FL COVID Rep 05-18-2020	3.0	2020-05-18	123.0	2.0	0
Jackson	1.0	1225	148.0	11.0	1377.0	html version of FL COVID Rep 05-19-2020	3.0	2020-05-19	159.0	17.0	1
Jackson	0.0	1566	171.0	10.0	1740.0	html version of FL COVID Rep 05-20-2020	3.0	2020-05-20	341.0	23.0	2
Jackson	0.0	2032	173.0	8.0	2214.0	html version of FL COVID Rep 05-21-2020	9.0	2020-05-21	466.0	2.0	3
Jackson	0.0	2542	219.0	8.0	2775.0	html version of FL COVID Rep 05-22-2020	14.0	2020-05-22	510.0	46.0	4
Jackson	0.0	2844	225.0	7.0	3083.0	html version of FL COVID Rep 05-23-2020	14.0	2020-05-23	302.0	6.0	5
Jackson	0.0	2896	230.0	7.0	3140.0	html version of FL COVID Rep 05-24-2020	14.0	2020-05-24	52.0	5.0	6
Jackson	0.0	3077	238.0	7.0	3330.0	html version of FL COVID Rep 05-25-2020	15.0	2020-05-25	181.0	8.0	0
Jackson	0.0	3110	239.0	7.0	3364.0	html version of FL COVID Rep 05-26-2020	15.0	2020-05-26	33.0	1.0	1
Jackson	1.0	3147	240.0	7.0	3403.0	html version of FL COVID Rep 05-27-2020	15.0	2020-05-27	37.0	1.0	2
Jackson	2.0	3168	241.0	7.0	3426.0	html version of FL COVID Rep 05-28-2020	15.0	2020-05-28	21.0	1.0	3
Jackson	2.0	3201	248.0	7.0	3462.0	html version of FL COVID Rep 05-29-2020	11.0	2020-05-29	33.0	7.0	4
Jackson	2.0	3215	249.0	7.0	3477.0	html version of FL COVID Rep 05-30-2020	11.0	2020-05-30	14.0	1.0	5
Jackson	2.0	3280	251.0	7.0	3540.0	html version of FL COVID Rep 05-31-2020	7.0	2020-05-31	65.0	2.0	6
Jackson	1.0	3314	256.0	7.0	3578.0	html version of FL COVID Rep 06-1-2020	7.0	2020-06-01	34.0	5.0	0
Jackson	1.0	3319	266.0	7.0	3593.0	html version of FL COVID Rep 06-2-2020	7.0	2020-06-02	5.0	10.0	1
Jackson	1.0	3370	269.0	7.0	3647.0	html version of FL COVID Rep 06-03-2020	7.0	2020-06-03	51.0	3.0	2
Jackson	1.0	3519	290.0	8.0	3817.0	html version of FL COVID Rep 06-04-2020	7.0	2020-06-04	149.0	21.0	3
Jackson	1.0	3692	298.0	7.0	3998.0	html version of FL COVID Rep 06-05-2020	7.0	2020-06-05	173.0	8.0	4
Jackson	1.0	3717	298.0	7.0	4023.0	html version of FL COVID Rep 06-06-2020	7.0	2020-06-06	25.0	0.0	5
Jackson	1.0	3779	308.0	8.0	4096.0	html version of FL COVID Rep 06-07-2020	8.0	2020-06-07	62.0	10.0	6
Jackson	1.0	3808	309.0	7.0	4126.0	html version of FL COVID Rep 06-08-2020	8.0	2020-06-08	29.0	1.0	0
Jackson	1.0	3843	310.0	7.0	4162.0	html version of FL COVID Rep 06-09-2020	8.0	2020-06-09	35.0	1.0	1
Jackson	1.0	3867	311.0	7.0	4187.0	html version of FL COVID Rep 06-10-2020	8.0	2020-06-10	24.0	1.0	2
Jackson	1.0	3931	315.0	7.0	4255.0	html version of FL COVID Rep 06-11-2020	8.0	2020-06-11	64.0	4.0	3
Jackson	0.0	3967	316.0	7.0	4291.0	html version of FL COVID Rep 06-12-2020	8.0	2020-06-12	36.0	1.0	4
Jackson	1.0	3989	318.0	7.0	4316.0	html version of FL COVID Rep 06-13-2020	8.0	2020-06-13	22.0	2.0	5
Jackson	1.0	4104	319.0	7.0	4432.0	html version of FL COVID Rep 06-14-2020	8.0	2020-06-14	115.0	1.0	6
Jackson	1.0	4126	320.0	7.0	4455.0	html version of FL COVID Rep 06-15-2020	8.0	2020-06-15	22.0	1.0	0
Jackson	1.0	4192	326.0	7.0	4527.0	html version of FL COVID Rep 06-16-2020	8.0	2020-06-16	66.0	6.0	1
Jackson	0.0	4218	329.0	7.0	4555.0	html version of FL COVID Rep 06-17-2020	8.0	2020-06-17	26.0	3.0	2
Jackson	2.0	4243	327.0	7.0	4581.0	html version of FL COVID Rep 06-18-2020	9.0	2020-06-18	25.0	-2.0	3
Jackson	3.0	4264	329.0	7.0	4605.0	html version of FL COVID Rep 06-19-2020	9.0	2020-06-19	21.0	2.0	4
Jackson	3.0	4327	330.0	7.0	4668.0	html version of FL COVID Rep 06-20-2020	8.0	2020-06-20	63.0	1.0	5
Jackson	3.0	4366	333.0	7.0	4710.0	html version of FL COVID Rep 06-21-2020	8.0	2020-06-21	39.0	3.0	6
Jackson	3.0	4381	338.0	7.0	4730.0	html version of FL COVID Rep 06-22-2020	8.0	2020-06-22	15.0	5.0	0
Jackson	4.0	4456	341.0	7.0	4812.0	html version of FL COVID Rep 06-23-2020	11.0	2020-06-23	75.0	3.0	1
Jackson	3.0	4486	342.0	7.0	4842.0	html version of FL COVID Rep 06-24-2020	11.0	2020-06-24	30.0	1.0	2
Jackson	5.0	4591	347.0	7.0	4954.0	html version of FL COVID Rep 06-25-2020	11.0	2020-06-25	105.0	5.0	3
Jackson	5.0	4632	350.0	7.0	4996.0	html version of FL COVID Rep 06-26-2020	9.0	2020-06-26	41.0	3.0	4
Jackson	5.0	4704	353.0	7.0	5071.0	html version of FL COVID Rep 06-27-2020	9.0	2020-06-27	72.0	3.0	5
Jackson	6.0	4743	359.0	7.0	5117.0	html version of FL COVID Rep 06-28-2020	9.0	2020-06-28	39.0	6.0	6
Jackson	6.0	4774	359.0	7.0	5148.0	html version of FL COVID Rep 06-29-2020	9.0	2020-06-29	31.0	0.0	0
Jackson	8.0	4844	363.0	7.0	5224.0	html version of FL COVID Rep 06-30-2020	9.0	2020-06-30	70.0	4.0	1
Jackson	7.0	4887	365.0	7.0	5268.0	html version of FL COVID Rep 07-01-2020	9.0	2020-07-01	43.0	2.0	2
Jackson	1.0	4942	381.0	7.0	5333.0	html version of FL COVID Rep 07-02-2020	9.0	2020-07-02	55.0	16.0	3
Jackson	1.0	5061	394.0	7.0	5466.0	html version of FL COVID Rep 07-03-2020	10.0	2020-07-03	119.0	13.0	4
Jackson	1.0	5171	401.0	7.0	5583.0	html version of FL COVID Rep 07-04-2020	10.0	2020-07-04	110.0	7.0	5
Jackson	1.0	5240	406.0	7.0	5657.0	html version of FL COVID Rep 07-05-2020	10.0	2020-07-05	69.0	5.0	6
Jackson	1.0	5305	411.0	7.0	5727.0	html version of FL COVID Rep 07-06-2020	10.0	2020-07-06	65.0	5.0	0
Jackson	1.0	5331	415.0	7.0	5757.0	html version of FL COVID Rep 07-07-2020	10.0	2020-07-07	26.0	4.0	1
Jackson	1.0	5352	504.0	9.0	5867.0	html version of FL COVID Rep 07-08-2020	10.0	2020-07-08	21.0	89.0	2
Jackson	2.0	5422	517.0	9.0	5952.0	html version of FL COVID Rep 07-09-2020	11.0	2020-07-09	70.0	13.0	3
Jackson	1.0	5503	556.0	9.0	6071.0	html version of FL COVID Rep 07-10-2020	11.0	2020-07-10	81.0	39.0	4
Jackson	2.0	5592	581.0	9.0	6186.0	html version of FL COVID Rep 07-11-2020	11.0	2020-07-11	89.0	25.0	5
Jackson	5.0	5653	587.0	9.0	6256.0	html version of FL COVID Rep 07-12-2020	11.0	2020-07-12	61.0	6.0	6
Jefferson	1.0	1	0.0	1.0	2.0	html version of FL COVID Rep 03-20-2020	0.0	2020-03-20			4
Jefferson	0.0	3	0.0	0.0	3.0	html version of FL COVID Rep 03-21-2020(PM)	0.0	2020-03-21	2.0	0.0	5
Jefferson	0.0	3	0.0	0.0	3.0	html version of FL COVID Rep 03-22-2020	0.0	2020-03-22	0.0	0.0	6
Jefferson	0.0	4	0.0	0.0	4.0	html version of FL COVID Rep 03-22-2020(PM)	0.0	2020-03-22	1.0	0.0	6
Jefferson	0.0	5	0.0	0.0	5.0	html version of FL COVID Rep 03-23-2020	0.0	2020-03-23	1.0	0.0	0
Jefferson	0.0	5	0.0	0.0	5.0	html version of FL COVID Rep 03-23-2020(PM)	0.0	2020-03-23	0.0	0.0	0
Jefferson	0.0	6	0.0	0.0	6.0	html version of FL COVID Rep 03-24-2020	0.0	2020-03-24	1.0	0.0	1
Jefferson	0.0	6	0.0	0.0	6.0	html version of FL COVID Rep 03-24-2020(PM)	0.0	2020-03-24	0.0	0.0	1
Jefferson	0.0	8	0.0	0.0	8.0	html version of FL COVID Rep 03-25-2020	0.0	2020-03-25	2.0	0.0	2
Jefferson	0.0	8	0.0	0.0	8.0	html version of FL COVID Rep 03-25-2020(PM)	0.0	2020-03-25	0.0	0.0	2
Jefferson	0.0	8	0.0	0.0	8.0	html version of FL COVID Rep 03-26-2020	0.0	2020-03-26	0.0	0.0	3
Jefferson	0.0	8	0.0	0.0	8.0	html version of FL COVID Rep 03-26-2020(PM)	0.0	2020-03-26	0.0	0.0	3
Jefferson	0.0	9	0.0	0.0	9.0	html version of FL COVID Rep 03-27-2020	0.0	2020-03-27	1.0	0.0	4
Jefferson	0.0	10	0.0	0.0	10.0	html version of FL COVID Rep 03-27-2020(PM)	0.0	2020-03-27	1.0	0.0	4
Jefferson	0.0	11	0.0	0.0	11.0	html version of FL COVID Rep 03-28-2020	0.0	2020-03-28	1.0	0.0	5
Jefferson	0.0	12	0.0	0.0	12.0	html version of FL COVID Rep 03-28-2020(PM)	0.0	2020-03-28	1.0	0.0	5
Jefferson	0.0	14	0.0	0.0	14.0	html version of FL COVID Rep 03-29-2020	0.0	2020-03-29	2.0	0.0	6
Jefferson	0.0	16	0.0	0.0	16.0	html version of FL COVID Rep 03-29-2020(PM)	0.0	2020-03-29	2.0	0.0	6
Jefferson	0.0	17	0.0	0.0	17.0	html version of FL COVID Rep 03-30-2020	0.0	2020-03-30	1.0	0.0	0
Jefferson	0.0	17	0.0	0.0	17.0	html version of FL COVID Rep 03-30-2020(PM)	0.0	2020-03-30	0.0	0.0	0
Jefferson	0.0	18	0.0	0.0	18.0	html version of FL COVID Rep 03-31-2020	0.0	2020-03-31	1.0	0.0	1
Jefferson	0.0	18	0.0	0.0	18.0	html version of FL COVID Rep 03-31-2020(PM)	0.0	2020-03-31	0.0	0.0	1
Jefferson	0.0	19	0.0	0.0	19.0	html version of FL COVID Rep 04-01-2020	0.0	2020-04-01	1.0	0.0	2
Jefferson	0.0	21	0.0	0.0	21.0	html version of FL COVID Rep 04-02-2020	0.0	2020-04-02	2.0	0.0	3
Jefferson	0.0	21	0.0	0.0	21.0	html version of FL COVID Rep 04-02-2020(PM)	0.0	2020-04-02	0.0	0.0	3
Jefferson	0.0	22	0.0	0.0	22.0	html version of FL COVID Rep 04-03-2020	0.0	2020-04-03	1.0	0.0	4
Jefferson	0.0	22	0.0	0.0	22.0	html version of FL COVID Rep 04-03-2020(PM)	0.0	2020-04-03	0.0	0.0	4
Jefferson	0.0	22	0.0	0.0	22.0	html version of FL COVID Rep 04-04-2020	0.0	2020-04-04	0.0	0.0	5
Jefferson	0.0	23	1.0	4.0	24.0	html version of FL COVID Rep 04-04-2020(PM)	0.0	2020-04-04	1.0	1.0	5
Jefferson	0.0	25	1.0	4.0	26.0	html version of FL COVID Rep 04-05-2020	0.0	2020-04-05	2.0	0.0	6
Jefferson	6.0	25	1.0	4.0	32.0	html version of FL COVID Rep 04-05-2020(PM)	0.0	2020-04-05	0.0	0.0	6
Jefferson	1.0	31	3.0	9.0	35.0	html version of FL COVID Rep 04-06-2020	0.0	2020-04-06	6.0	2.0	0
Jefferson	5.0	31	3.0	9.0	39.0	html version of FL COVID Rep 04-06-2020(PM)	0.0	2020-04-06	0.0	0.0	0
Jefferson	4.0	36	4.0	10.0	44.0	html version of FL COVID Rep 04-07-2020	0.0	2020-04-07	5.0	1.0	1
Jefferson	5.0	36	4.0	10.0	45.0	html version of FL COVID Rep 04-07-2020(PM)	0.0	2020-04-07	0.0	0.0	1
Jefferson	1.0	43	8.0	16.0	52.0	html version of FL COVID Rep 04-08-2020	0.0	2020-04-08	7.0	4.0	2
Jefferson	1.0	43	8.0	16.0	52.0	html version of FL COVID Rep 04-08-2020(PM)	0.0	2020-04-08	0.0	0.0	2
Jefferson	1.0	44	8.0	15.0	53.0	html version of FL COVID Rep 04-09-2020	0.0	2020-04-09	1.0	0.0	3
Jefferson	2.0	45	9.0	17.0	56.0	html version of FL COVID Rep 04-09-2020(PM)	0.0	2020-04-09	1.0	1.0	3
Jefferson	2.0	45	9.0	17.0	56.0	html version of FL COVID Rep 04-10-2020	0.0	2020-04-10	0.0	0.0	4
Jefferson	6.0	47	9.0	16.0	62.0	html version of FL COVID Rep 04-10-2020(PM)	0.0	2020-04-10	2.0	0.0	4
Jefferson	4.0	51	9.0	15.0	64.0	html version of FL COVID Rep 04-11-2020	0.0	2020-04-11	4.0	0.0	5
Jefferson	4.0	53	9.0	15.0	66.0	html version of FL COVID Rep 04-11-2020(PM)	0.0	2020-04-11	2.0	0.0	5
Jefferson	0.0	54	12.0	18.0	66.0	html version of FL COVID Rep 04-12-2020	0.0	2020-04-12	1.0	3.0	6
Jefferson	0.0	56	12.0	18.0	68.0	html version of FL COVID Rep 04-12-2020(PM)	0.0	2020-04-12	2.0	0.0	6
Jefferson	0.0	59	12.0	17.0	71.0	html version of FL COVID Rep 04-13-2020	0.0	2020-04-13	3.0	0.0	0
Jefferson	0.0	59	12.0	17.0	71.0	html version of FL COVID Rep 04-13-2020(PM)	0.0	2020-04-13	0.0	0.0	0
Jefferson	1.0	60	13.0	18.0	74.0	html version of FL COVID Rep 04-14-2020	0.0	2020-04-14	1.0	1.0	1
Jefferson	1.0	60	13.0	18.0	74.0	html version of FL COVID Rep 04-14-2020(PM)	0.0	2020-04-14	0.0	0.0	1
Jefferson	1.0	60	13.0	18.0	74.0	html version of FL COVID Rep 04-15-2020	0.0	2020-04-15	0.0	0.0	2
Jefferson	1.0	60	22.0	27.0	83.0	html version of FL COVID Rep 04-15-2020(PM)	0.0	2020-04-15	0.0	9.0	2
Jefferson	0.0	83	22.0	21.0	105.0	html version of FL COVID Rep 04-16-2020	0.0	2020-04-16	23.0	0.0	3
Jefferson	2.0	86	23.0	21.0	111.0	html version of FL COVID Rep 04-16-2020(PM)	0.0	2020-04-16	3.0	1.0	3
Jefferson	3.0	86	23.0	21.0	112.0	html version of FL COVID Rep 04-17-2020	0.0	2020-04-17	0.0	0.0	4
Jefferson	3.0	86	23.0	21.0	112.0	html version of FL COVID Rep 04-17-2020(PM)	0.0	2020-04-17	0.0	0.0	4
Jefferson	1.0	88	24.0	21.0	113.0	html version of FL COVID Rep 04-18-2020	0.0	2020-04-18	2.0	1.0	5
Jefferson	2.0	90	24.0	21.0	116.0	html version of FL COVID Rep 04-18-2020(PM)	0.0	2020-04-18	2.0	0.0	5
Jefferson	0.0	94	26.0	22.0	120.0	html version of FL COVID Rep 04-19-2020	0.0	2020-04-19	4.0	2.0	6
Jefferson	0.0	95	26.0	21.0	121.0	html version of FL COVID Rep 04-19-2020(PM)	0.0	2020-04-19	1.0	0.0	6
Jefferson	0.0	97	26.0	21.0	123.0	html version of FL COVID Rep 04-20-2020	0.0	2020-04-20	2.0	0.0	0
Jefferson	0.0	97	26.0	21.0	123.0	html version of FL COVID Rep 04-20-2020(PM)	0.0	2020-04-20	0.0	0.0	0
Jefferson	0.0	99	26.0	21.0	125.0	html version of FL COVID Rep 04-21-2020	0.0	2020-04-21	2.0	0.0	1
Jefferson	0.0	99	26.0	21.0	125.0	html version of FL COVID Rep 04-21-2020(PM)	0.0	2020-04-21	0.0	0.0	1
Jefferson	0.0	101	26.0	20.0	127.0	html version of FL COVID Rep 04-22-2020	0.0	2020-04-22	2.0	0.0	2
Jefferson	0.0	101	26.0	20.0	127.0	html version of FL COVID Rep 04-22-2020(PM)	0.0	2020-04-22	0.0	0.0	2
Jefferson	0.0	101	26.0	20.0	127.0	html version of FL COVID Rep 04-23-2020	0.0	2020-04-23	0.0	0.0	3
Jefferson	0.0	101	26.0	20.0	127.0	html version of FL COVID Rep 04-23-2020(PM)	0.0	2020-04-23	0.0	0.0	3
Jefferson	1.0	106	26.0	20.0	133.0	html version of FL COVID Rep 04-24-2020	0.0	2020-04-24	5.0	0.0	4
Jefferson	1.0	105	27.0	20.0	133.0	html version of FL COVID Rep 04-24-2020(PM)	0.0	2020-04-24	-1.0	1.0	4
Jefferson	2.0	109	27.0	20.0	138.0	html version of FL COVID Rep 04-25-2020	0.0	2020-04-25	4.0	0.0	5
Jefferson	2.0	110	27.0	20.0	139.0	html version of FL COVID Rep 04-26-2020	0.0	2020-04-26	1.0	0.0	6
Jefferson	2.0	112	28.0	20.0	142.0	html version of FL COVID Rep 04-27-2020	0.0	2020-04-27	2.0	1.0	0
Jefferson	1.0	115	28.0	20.0	144.0	html version of FL COVID Rep 04-28-2020	0.0	2020-04-28	3.0	0.0	1
Jefferson	0.0	134	28.0	17.0	162.0	html version of FL COVID Rep 04-29-2020	0.0	2020-04-29	19.0	0.0	2
Jefferson	0.0	138	28.0	17.0	166.0	html version of FL COVID Rep 04-30-2020	0.0	2020-04-30	4.0	0.0	3
Jefferson	0.0	140	28.0	17.0	168.0	html version of FL COVID Rep 05-01-2020	0.0	2020-05-01	2.0	0.0	4
Jefferson	1.0	142	28.0	16.0	171.0	html version of FL COVID Rep 05-02-2020	0.0	2020-05-02	2.0	0.0	5
Jefferson	1.0	145	28.0	16.0	174.0	html version of FL COVID Rep 05-03-2020	0.0	2020-05-03	3.0	0.0	6
Jefferson	1.0	152	28.0	16.0	181.0	html version of FL COVID Rep 05-04-2020	0.0	2020-05-04	7.0	0.0	0
Jefferson	0.0	164	28.0	15.0	192.0	html version of FL COVID Rep 05-05-2020	0.0	2020-05-05	12.0	0.0	1
Jefferson	0.0	167	28.0	14.0	195.0	html version of FL COVID Rep 05-06-2020	0.0	2020-05-06	3.0	0.0	2
Jefferson	0.0	172	28.0	14.0	200.0	html version of FL COVID Rep 05-07-2020	0.0	2020-05-07	5.0	0.0	3
Jefferson	0.0	174	28.0	14.0	202.0	html version of FL COVID Rep 05-08-2020	0.0	2020-05-08	2.0	0.0	4
Jefferson	1.0	177	28.0	14.0	206.0	html version of FL COVID Rep 05-09-2020	0.0	2020-05-09	3.0	0.0	5
Jefferson	1.0	189	28.0	13.0	218.0	html version of FL COVID Rep 05-10-2020	0.0	2020-05-10	12.0	0.0	6
Jefferson	1.0	200	28.0	12.0	229.0	html version of FL COVID Rep 05-11-2020	0.0	2020-05-11	11.0	0.0	0
Jefferson	1.0	244	28.0	10.0	273.0	html version of FL COVID Rep 05-12-2020	0.0	2020-05-12	44.0	0.0	1
Jefferson	0.0	259	28.0	10.0	287.0	html version of FL COVID Rep 05-13-2020	0.0	2020-05-13	15.0	0.0	2
Jefferson	0.0	268	28.0	9.0	296.0	html version of FL COVID Rep 05-14-2020	0.0	2020-05-14	9.0	0.0	3
