COUNTY	AWAITING_TESTING	NEGATIVE	POSITIVE	PERCENT_POSITIVE	TOTAL_TESTED	FILE_NAME	INCONCLUSIVE	DATE	NEW_NEGATIVES	NEW_CASES	DAY_OF_WEEK
Baker	0.0	265	17.0	6.0	282.0	html version of FL COVID Rep 04-19-2020(PM)	0.0	2020-04-19	10.0	0.0	6
Baker	0.0	276	17.0	6.0	293.0	html version of FL COVID Rep 04-20-2020	0.0	2020-04-20	11.0	0.0	0
Baker	0.0	276	17.0	6.0	293.0	html version of FL COVID Rep 04-20-2020(PM)	0.0	2020-04-20	0.0	0.0	0
Baker	0.0	277	17.0	6.0	294.0	html version of FL COVID Rep 04-21-2020	0.0	2020-04-21	1.0	0.0	1
Baker	0.0	280	17.0	6.0	297.0	html version of FL COVID Rep 04-21-2020(PM)	0.0	2020-04-21	3.0	0.0	1
Baker	0.0	287	17.0	6.0	304.0	html version of FL COVID Rep 04-22-2020	0.0	2020-04-22	7.0	0.0	2
Baker	0.0	292	17.0	6.0	309.0	html version of FL COVID Rep 04-22-2020(PM)	0.0	2020-04-22	5.0	0.0	2
Baker	0.0	295	18.0	6.0	313.0	html version of FL COVID Rep 04-23-2020	0.0	2020-04-23	3.0	1.0	3
Baker	0.0	296	19.0	6.0	315.0	html version of FL COVID Rep 04-23-2020(PM)	0.0	2020-04-23	1.0	1.0	3
Baker	0.0	305	19.0	6.0	324.0	html version of FL COVID Rep 04-24-2020	0.0	2020-04-24	9.0	0.0	4
Baker	0.0	305	20.0	6.0	325.0	html version of FL COVID Rep 04-24-2020(PM)	0.0	2020-04-24	0.0	1.0	4
Baker	0.0	321	20.0	6.0	341.0	html version of FL COVID Rep 04-25-2020	0.0	2020-04-25	16.0	0.0	5
Baker	0.0	335	20.0	6.0	355.0	html version of FL COVID Rep 04-26-2020	0.0	2020-04-26	14.0	0.0	6
Baker	0.0	341	20.0	6.0	361.0	html version of FL COVID Rep 04-27-2020	0.0	2020-04-27	6.0	0.0	0
Baker	0.0	346	20.0	5.0	366.0	html version of FL COVID Rep 04-28-2020	0.0	2020-04-28	5.0	0.0	1
Baker	0.0	350	20.0	5.0	370.0	html version of FL COVID Rep 04-29-2020	0.0	2020-04-29	4.0	0.0	2
Baker	0.0	363	20.0	5.0	383.0	html version of FL COVID Rep 04-30-2020	0.0	2020-04-30	13.0	0.0	3
Baker	0.0	381	22.0	5.0	403.0	html version of FL COVID Rep 05-01-2020	0.0	2020-05-01	18.0	2.0	4
Baker	0.0	384	22.0	5.0	406.0	html version of FL COVID Rep 05-02-2020	0.0	2020-05-02	3.0	0.0	5
Baker	0.0	398	22.0	5.0	420.0	html version of FL COVID Rep 05-03-2020	0.0	2020-05-03	14.0	0.0	6
Baker	0.0	402	22.0	5.0	424.0	html version of FL COVID Rep 05-04-2020	0.0	2020-05-04	4.0	0.0	0
Baker	0.0	410	22.0	5.0	432.0	html version of FL COVID Rep 05-05-2020	0.0	2020-05-05	8.0	0.0	1
Baker	0.0	419	22.0	5.0	441.0	html version of FL COVID Rep 05-06-2020	0.0	2020-05-06	9.0	0.0	2
Baker	0.0	433	22.0	5.0	455.0	html version of FL COVID Rep 05-07-2020	0.0	2020-05-07	14.0	0.0	3
Baker	0.0	465	24.0	5.0	489.0	html version of FL COVID Rep 05-08-2020	0.0	2020-05-08	32.0	2.0	4
Baker	0.0	488	24.0	5.0	512.0	html version of FL COVID Rep 05-09-2020	0.0	2020-05-09	23.0	0.0	5
Baker	0.0	493	25.0	5.0	518.0	html version of FL COVID Rep 05-10-2020	0.0	2020-05-10	5.0	1.0	6
Baker	0.0	522	25.0	5.0	547.0	html version of FL COVID Rep 05-11-2020	0.0	2020-05-11	29.0	0.0	0
Baker	0.0	559	25.0	4.0	584.0	html version of FL COVID Rep 05-12-2020	0.0	2020-05-12	37.0	0.0	1
Baker	0.0	561	26.0	4.0	587.0	html version of FL COVID Rep 05-13-2020	0.0	2020-05-13	2.0	1.0	2
Baker	0.0	573	26.0	4.0	599.0	html version of FL COVID Rep 05-14-2020	0.0	2020-05-14	12.0	0.0	3
Baker	0.0	581	26.0	4.0	607.0	html version of FL COVID Rep 05-15-2020	0.0	2020-05-15	8.0	0.0	4
Baker	0.0	591	26.0	4.0	617.0	html version of FL COVID Rep 05-16-2020	0.0	2020-05-16	10.0	0.0	5
Baker	0.0	605	26.0	4.0	631.0	html version of FL COVID Rep 05-17-2020	0.0	2020-05-17	14.0	0.0	6
Baker	0.0	627	26.0	4.0	653.0	html version of FL COVID Rep 05-18-2020	0.0	2020-05-18	22.0	0.0	0
Baker	0.0	665	26.0	4.0	691.0	html version of FL COVID Rep 05-19-2020	0.0	2020-05-19	38.0	0.0	1
Baker	0.0	722	26.0	3.0	748.0	html version of FL COVID Rep 05-20-2020	0.0	2020-05-20	57.0	0.0	2
Baker	0.0	780	26.0	3.0	806.0	html version of FL COVID Rep 05-21-2020	0.0	2020-05-21	58.0	0.0	3
Baker	0.0	827	26.0	3.0	853.0	html version of FL COVID Rep 05-22-2020	0.0	2020-05-22	47.0	0.0	4
Baker	0.0	836	27.0	3.0	863.0	html version of FL COVID Rep 05-23-2020	0.0	2020-05-23	9.0	1.0	5
Baker	0.0	853	27.0	3.0	880.0	html version of FL COVID Rep 05-24-2020	0.0	2020-05-24	17.0	0.0	6
Baker	0.0	885	27.0	3.0	912.0	html version of FL COVID Rep 05-25-2020	0.0	2020-05-25	32.0	0.0	0
Baker	0.0	895	27.0	3.0	922.0	html version of FL COVID Rep 05-26-2020	0.0	2020-05-26	10.0	0.0	1
Baker	0.0	909	29.0	3.0	938.0	html version of FL COVID Rep 05-27-2020	0.0	2020-05-27	14.0	2.0	2
Baker	0.0	926	28.0	3.0	954.0	html version of FL COVID Rep 05-28-2020	0.0	2020-05-28	17.0	-1.0	3
Baker	0.0	942	28.0	3.0	970.0	html version of FL COVID Rep 05-29-2020	0.0	2020-05-29	16.0	0.0	4
Baker	0.0	948	29.0	3.0	977.0	html version of FL COVID Rep 05-30-2020	0.0	2020-05-30	6.0	1.0	5
Baker	0.0	978	29.0	3.0	1007.0	html version of FL COVID Rep 05-31-2020	0.0	2020-05-31	30.0	0.0	6
Baker	0.0	1004	29.0	3.0	1033.0	html version of FL COVID Rep 06-1-2020	0.0	2020-06-01	26.0	0.0	0
Baker	0.0	1014	29.0	3.0	1043.0	html version of FL COVID Rep 06-2-2020	0.0	2020-06-02	10.0	0.0	1
Baker	0.0	1023	29.0	3.0	1052.0	html version of FL COVID Rep 06-03-2020	0.0	2020-06-03	9.0	0.0	2
Baker	0.0	1054	29.0	3.0	1083.0	html version of FL COVID Rep 06-04-2020	0.0	2020-06-04	31.0	0.0	3
Baker	0.0	1066	29.0	3.0	1095.0	html version of FL COVID Rep 06-05-2020	0.0	2020-06-05	12.0	0.0	4
Baker	0.0	1090	29.0	3.0	1119.0	html version of FL COVID Rep 06-06-2020	0.0	2020-06-06	24.0	0.0	5
Baker	0.0	1116	29.0	3.0	1145.0	html version of FL COVID Rep 06-07-2020	0.0	2020-06-07	26.0	0.0	6
Baker	0.0	1133	29.0	2.0	1162.0	html version of FL COVID Rep 06-08-2020	0.0	2020-06-08	17.0	0.0	0
Baker	0.0	1144	29.0	2.0	1173.0	html version of FL COVID Rep 06-09-2020	0.0	2020-06-09	11.0	0.0	1
Baker	0.0	1161	29.0	2.0	1190.0	html version of FL COVID Rep 06-10-2020	0.0	2020-06-10	17.0	0.0	2
Baker	0.0	1175	29.0	2.0	1204.0	html version of FL COVID Rep 06-11-2020	0.0	2020-06-11	14.0	0.0	3
Baker	0.0	1300	30.0	2.0	1330.0	html version of FL COVID Rep 06-12-2020	0.0	2020-06-12	125.0	1.0	4
Baker	0.0	1321	30.0	2.0	1351.0	html version of FL COVID Rep 06-13-2020	0.0	2020-06-13	21.0	0.0	5
Baker	0.0	1345	30.0	2.0	1375.0	html version of FL COVID Rep 06-14-2020	0.0	2020-06-14	24.0	0.0	6
Baker	0.0	1356	30.0	2.0	1386.0	html version of FL COVID Rep 06-15-2020	0.0	2020-06-15	11.0	0.0	0
Baker	0.0	1372	34.0	2.0	1406.0	html version of FL COVID Rep 06-16-2020	0.0	2020-06-16	16.0	4.0	1
Baker	0.0	1385	35.0	2.0	1420.0	html version of FL COVID Rep 06-17-2020	0.0	2020-06-17	13.0	1.0	2
Baker	0.0	1397	35.0	2.0	1432.0	html version of FL COVID Rep 06-18-2020	0.0	2020-06-18	12.0	0.0	3
Baker	0.0	1414	39.0	3.0	1453.0	html version of FL COVID Rep 06-19-2020	0.0	2020-06-19	17.0	4.0	4
Baker	0.0	1437	39.0	3.0	1476.0	html version of FL COVID Rep 06-20-2020	0.0	2020-06-20	23.0	0.0	5
Baker	0.0	1472	41.0	3.0	1513.0	html version of FL COVID Rep 06-21-2020	0.0	2020-06-21	35.0	2.0	6
Baker	0.0	1490	44.0	3.0	1534.0	html version of FL COVID Rep 06-22-2020	0.0	2020-06-22	18.0	3.0	0
Baker	0.0	1497	42.0	3.0	1539.0	html version of FL COVID Rep 06-23-2020	0.0	2020-06-23	7.0	-2.0	1
Baker	0.0	1515	42.0	3.0	1557.0	html version of FL COVID Rep 06-24-2020	0.0	2020-06-24	18.0	0.0	2
Baker	1.0	1566	44.0	3.0	1611.0	html version of FL COVID Rep 06-25-2020	0.0	2020-06-25	51.0	2.0	3
Baker	1.0	1588	47.0	3.0	1636.0	html version of FL COVID Rep 06-26-2020	0.0	2020-06-26	22.0	3.0	4
Baker	1.0	1636	51.0	3.0	1688.0	html version of FL COVID Rep 06-27-2020	0.0	2020-06-27	48.0	4.0	5
Baker	1.0	1672	55.0	3.0	1728.0	html version of FL COVID Rep 06-28-2020	0.0	2020-06-28	36.0	4.0	6
Baker	1.0	1685	57.0	3.0	1743.0	html version of FL COVID Rep 06-29-2020	0.0	2020-06-29	13.0	2.0	0
Baker	1.0	1712	63.0	4.0	1776.0	html version of FL COVID Rep 06-30-2020	0.0	2020-06-30	27.0	6.0	1
Baker	1.0	1744	72.0	4.0	1817.0	html version of FL COVID Rep 07-01-2020	0.0	2020-07-01	32.0	9.0	2
Baker	0.0	1807	80.0	4.0	1887.0	html version of FL COVID Rep 07-02-2020	0.0	2020-07-02	63.0	8.0	3
Baker	0.0	1844	84.0	4.0	1928.0	html version of FL COVID Rep 07-03-2020	0.0	2020-07-03	37.0	4.0	4
Baker	1.0	1896	98.0	5.0	1995.0	html version of FL COVID Rep 07-04-2020	0.0	2020-07-04	52.0	14.0	5
Baker	1.0	1933	102.0	5.0	2036.0	html version of FL COVID Rep 07-05-2020	0.0	2020-07-05	37.0	4.0	6
Baker	1.0	1958	106.0	5.0	2065.0	html version of FL COVID Rep 07-06-2020	0.0	2020-07-06	25.0	4.0	0
Baker	1.0	1969	110.0	5.0	2080.0	html version of FL COVID Rep 07-07-2020	0.0	2020-07-07	11.0	4.0	1
Baker	1.0	2001	120.0	6.0	2122.0	html version of FL COVID Rep 07-08-2020	0.0	2020-07-08	32.0	10.0	2
Baker	1.0	2031	127.0	6.0	2159.0	html version of FL COVID Rep 07-09-2020	0.0	2020-07-09	30.0	7.0	3
Baker	6.0	2429	135.0	5.0	2570.0	html version of FL COVID Rep 07-10-2020	0.0	2020-07-10	398.0	8.0	4
Baker	6.0	2796	151.0	5.0	2953.0	html version of FL COVID Rep 07-11-2020	0.0	2020-07-11	367.0	16.0	5
Baker	7.0	2930	162.0	5.0	3099.0	html version of FL COVID Rep 07-12-2020	0.0	2020-07-12	134.0	11.0	6
Bay	1.0	3	0.0	0.0	4.0	html version of FL COVID Rep 03-16-2020	0.0	2020-03-16			0
Bay	1.0	4	0.0	0.0	5.0	html version of FL COVID Rep 03-18-2020	0.0	2020-03-18	1.0	0.0	2
Bay	2.0	4	0.0	0.0	6.0	html version of FL COVID Rep 03-19-2020	0.0	2020-03-19	0.0	0.0	3
Bay	4.0	15	0.0	15.0	19.0	html version of FL COVID Rep 03-20-2020	0.0	2020-03-20	11.0	0.0	4
Bay	5.0	18	1.0	5.0	24.0	html version of FL COVID Rep 03-21-2020(PM)	0.0	2020-03-21	3.0	1.0	5
Bay	5.0	18	1.0	5.0	24.0	html version of FL COVID Rep 03-22-2020	0.0	2020-03-22	0.0	0.0	6
Bay	3.0	22	1.0	4.0	26.0	html version of FL COVID Rep 03-22-2020(PM)	0.0	2020-03-22	4.0	0.0	6
Bay	0.0	31	1.0	3.0	32.0	html version of FL COVID Rep 03-23-2020	0.0	2020-03-23	9.0	0.0	0
Bay	2.0	33	1.0	3.0	36.0	html version of FL COVID Rep 03-23-2020(PM)	0.0	2020-03-23	2.0	0.0	0
Bay	2.0	37	1.0	3.0	40.0	html version of FL COVID Rep 03-24-2020	0.0	2020-03-24	4.0	0.0	1
Bay	3.0	37	1.0	3.0	41.0	html version of FL COVID Rep 03-24-2020(PM)	0.0	2020-03-24	0.0	0.0	1
Bay	5.0	41	1.0	2.0	47.0	html version of FL COVID Rep 03-25-2020	0.0	2020-03-25	4.0	0.0	2
Bay	3.0	51	3.0	6.0	57.0	html version of FL COVID Rep 03-25-2020(PM)	0.0	2020-03-25	10.0	2.0	2
Bay	4.0	62	3.0	5.0	69.0	html version of FL COVID Rep 03-26-2020	0.0	2020-03-26	11.0	0.0	3
Bay	4.0	62	3.0	5.0	69.0	html version of FL COVID Rep 03-26-2020(PM)	0.0	2020-03-26	0.0	0.0	3
Bay	4.0	65	3.0	4.0	72.0	html version of FL COVID Rep 03-27-2020	0.0	2020-03-27	3.0	0.0	4
Bay	3.0	70	4.0	5.0	77.0	html version of FL COVID Rep 03-27-2020(PM)	0.0	2020-03-27	5.0	1.0	4
Bay	1.0	84	5.0	6.0	90.0	html version of FL COVID Rep 03-28-2020	0.0	2020-03-28	14.0	1.0	5
Bay	1.0	85	5.0	6.0	91.0	html version of FL COVID Rep 03-28-2020(PM)	0.0	2020-03-28	1.0	0.0	5
Bay	1.0	86	6.0	7.0	93.0	html version of FL COVID Rep 03-29-2020	0.0	2020-03-29	1.0	1.0	6
Bay	1.0	97	6.0	6.0	104.0	html version of FL COVID Rep 03-29-2020(PM)	0.0	2020-03-29	11.0	0.0	6
Bay	1.0	112	6.0	5.0	119.0	html version of FL COVID Rep 03-30-2020	0.0	2020-03-30	15.0	0.0	0
Bay	3.0	113	6.0	5.0	122.0	html version of FL COVID Rep 03-30-2020(PM)	0.0	2020-03-30	1.0	0.0	0
Bay	3.0	129	7.0	5.0	139.0	html version of FL COVID Rep 03-31-2020	0.0	2020-03-31	16.0	1.0	1
Bay	3.0	132	8.0	6.0	143.0	html version of FL COVID Rep 03-31-2020(PM)	0.0	2020-03-31	3.0	1.0	1
Bay	3.0	138	10.0	7.0	151.0	html version of FL COVID Rep 04-01-2020	0.0	2020-04-01	6.0	2.0	2
Bay	2.0	154	14.0	8.0	170.0	html version of FL COVID Rep 04-02-2020	0.0	2020-04-02	16.0	4.0	3
Bay	2.0	172	15.0	8.0	189.0	html version of FL COVID Rep 04-02-2020(PM)	0.0	2020-04-02	18.0	1.0	3
Bay	2.0	201	17.0	8.0	220.0	html version of FL COVID Rep 04-03-2020	0.0	2020-04-03	29.0	2.0	4
Bay	2.0	203	18.0	8.0	223.0	html version of FL COVID Rep 04-03-2020(PM)	0.0	2020-04-03	2.0	1.0	4
Bay	2.0	241	23.0	9.0	266.0	html version of FL COVID Rep 04-04-2020	0.0	2020-04-04	38.0	5.0	5
Bay	2.0	246	23.0	9.0	271.0	html version of FL COVID Rep 04-04-2020(PM)	0.0	2020-04-04	5.0	0.0	5
Bay	2.0	271	23.0	8.0	296.0	html version of FL COVID Rep 04-05-2020	0.0	2020-04-05	25.0	0.0	6
Bay	2.0	276	24.0	8.0	302.0	html version of FL COVID Rep 04-05-2020(PM)	0.0	2020-04-05	5.0	1.0	6
Bay	2.0	286	24.0	8.0	312.0	html version of FL COVID Rep 04-06-2020	0.0	2020-04-06	10.0	0.0	0
Bay	1.0	288	24.0	8.0	313.0	html version of FL COVID Rep 04-06-2020(PM)	0.0	2020-04-06	2.0	0.0	0
Bay	0.0	316	24.0	7.0	340.0	html version of FL COVID Rep 04-07-2020	0.0	2020-04-07	28.0	0.0	1
Bay	0.0	316	25.0	7.0	341.0	html version of FL COVID Rep 04-07-2020(PM)	0.0	2020-04-07	0.0	1.0	1
Bay	1.0	325	28.0	8.0	354.0	html version of FL COVID Rep 04-08-2020	0.0	2020-04-08	9.0	3.0	2
Bay	1.0	325	28.0	8.0	354.0	html version of FL COVID Rep 04-08-2020(PM)	0.0	2020-04-08	0.0	0.0	2
Bay	1.0	353	30.0	8.0	384.0	html version of FL COVID Rep 04-09-2020	0.0	2020-04-09	28.0	2.0	3
Bay	1.0	363	34.0	9.0	398.0	html version of FL COVID Rep 04-09-2020(PM)	0.0	2020-04-09	10.0	4.0	3
Bay	0.0	405	36.0	8.0	441.0	html version of FL COVID Rep 04-10-2020	0.0	2020-04-10	42.0	2.0	4
Bay	0.0	409	36.0	8.0	445.0	html version of FL COVID Rep 04-10-2020(PM)	0.0	2020-04-10	4.0	0.0	4
Bay	0.0	441	36.0	8.0	477.0	html version of FL COVID Rep 04-11-2020	0.0	2020-04-11	32.0	0.0	5
Bay	0.0	476	36.0	7.0	512.0	html version of FL COVID Rep 04-11-2020(PM)	0.0	2020-04-11	35.0	0.0	5
Bay	0.0	487	36.0	7.0	523.0	html version of FL COVID Rep 04-12-2020	0.0	2020-04-12	11.0	0.0	6
Bay	0.0	501	37.0	7.0	538.0	html version of FL COVID Rep 04-12-2020(PM)	0.0	2020-04-12	14.0	1.0	6
Bay	0.0	572	39.0	6.0	611.0	html version of FL COVID Rep 04-13-2020	0.0	2020-04-13	71.0	2.0	0
Bay	0.0	572	38.0	6.0	610.0	html version of FL COVID Rep 04-13-2020(PM)	0.0	2020-04-13	0.0	-1.0	0
Bay	0.0	586	38.0	6.0	624.0	html version of FL COVID Rep 04-14-2020	0.0	2020-04-14	14.0	0.0	1
Bay	0.0	588	38.0	6.0	626.0	html version of FL COVID Rep 04-14-2020(PM)	0.0	2020-04-14	2.0	0.0	1
Bay	0.0	597	39.0	6.0	637.0	html version of FL COVID Rep 04-15-2020	1.0	2020-04-15	9.0	1.0	2
Bay	0.0	605	39.0	6.0	645.0	html version of FL COVID Rep 04-15-2020(PM)	1.0	2020-04-15	8.0	0.0	2
Bay	0.0	626	39.0	6.0	666.0	html version of FL COVID Rep 04-16-2020	1.0	2020-04-16	21.0	0.0	3
Bay	0.0	640	42.0	6.0	683.0	html version of FL COVID Rep 04-16-2020(PM)	1.0	2020-04-16	14.0	3.0	3
Bay	0.0	671	43.0	6.0	715.0	html version of FL COVID Rep 04-17-2020	1.0	2020-04-17	31.0	1.0	4
Bay	0.0	676	44.0	6.0	721.0	html version of FL COVID Rep 04-17-2020(PM)	1.0	2020-04-17	5.0	1.0	4
Bay	0.0	704	45.0	6.0	750.0	html version of FL COVID Rep 04-18-2020	1.0	2020-04-18	28.0	1.0	5
Bay	0.0	729	48.0	6.0	778.0	html version of FL COVID Rep 04-18-2020(PM)	1.0	2020-04-18	25.0	3.0	5
Bay	0.0	776	55.0	7.0	832.0	html version of FL COVID Rep 04-19-2020	1.0	2020-04-19	47.0	7.0	6
Bay	0.0	783	55.0	7.0	839.0	html version of FL COVID Rep 04-19-2020(PM)	1.0	2020-04-19	7.0	0.0	6
Bay	0.0	808	57.0	7.0	866.0	html version of FL COVID Rep 04-20-2020	1.0	2020-04-20	25.0	2.0	0
Bay	0.0	809	57.0	7.0	867.0	html version of FL COVID Rep 04-20-2020(PM)	1.0	2020-04-20	1.0	0.0	0
Bay	0.0	846	58.0	6.0	905.0	html version of FL COVID Rep 04-21-2020	1.0	2020-04-21	37.0	1.0	1
Bay	0.0	847	58.0	6.0	906.0	html version of FL COVID Rep 04-21-2020(PM)	1.0	2020-04-21	1.0	0.0	1
Bay	0.0	873	59.0	6.0	933.0	html version of FL COVID Rep 04-22-2020	1.0	2020-04-22	26.0	1.0	2
Bay	0.0	883	60.0	6.0	944.0	html version of FL COVID Rep 04-22-2020(PM)	1.0	2020-04-22	10.0	1.0	2
Bay	0.0	907	60.0	6.0	968.0	html version of FL COVID Rep 04-23-2020	1.0	2020-04-23	24.0	0.0	3
Bay	0.0	909	60.0	6.0	970.0	html version of FL COVID Rep 04-23-2020(PM)	1.0	2020-04-23	2.0	0.0	3
Bay	0.0	955	60.0	6.0	1016.0	html version of FL COVID Rep 04-24-2020	1.0	2020-04-24	46.0	0.0	4
Bay	0.0	955	63.0	6.0	1019.0	html version of FL COVID Rep 04-24-2020(PM)	1.0	2020-04-24	0.0	3.0	4
Bay	0.0	1040	63.0	6.0	1104.0	html version of FL COVID Rep 04-25-2020	1.0	2020-04-25	85.0	0.0	5
Bay	0.0	1169	65.0	5.0	1236.0	html version of FL COVID Rep 04-26-2020	2.0	2020-04-26	129.0	2.0	6
Bay	0.0	1190	68.0	5.0	1260.0	html version of FL COVID Rep 04-27-2020	2.0	2020-04-27	21.0	3.0	0
Bay	0.0	1362	70.0	5.0	1434.0	html version of FL COVID Rep 04-28-2020	2.0	2020-04-28	172.0	2.0	1
Bay	0.0	1394	70.0	5.0	1466.0	html version of FL COVID Rep 04-29-2020	2.0	2020-04-29	32.0	0.0	2
Bay	0.0	1474	72.0	5.0	1548.0	html version of FL COVID Rep 04-30-2020	2.0	2020-04-30	80.0	2.0	3
Bay	0.0	1533	72.0	4.0	1607.0	html version of FL COVID Rep 05-01-2020	2.0	2020-05-01	59.0	0.0	4
Bay	0.0	1578	75.0	5.0	1655.0	html version of FL COVID Rep 05-02-2020	2.0	2020-05-02	45.0	3.0	5
Bay	0.0	1618	76.0	4.0	1696.0	html version of FL COVID Rep 05-03-2020	2.0	2020-05-03	40.0	1.0	6
Bay	0.0	1624	76.0	4.0	1702.0	html version of FL COVID Rep 05-04-2020	2.0	2020-05-04	6.0	0.0	0
Bay	0.0	1639	76.0	4.0	1717.0	html version of FL COVID Rep 05-05-2020	2.0	2020-05-05	15.0	0.0	1
Bay	0.0	1653	76.0	4.0	1731.0	html version of FL COVID Rep 05-06-2020	2.0	2020-05-06	14.0	0.0	2
Bay	0.0	1691	76.0	4.0	1769.0	html version of FL COVID Rep 05-07-2020	2.0	2020-05-07	38.0	0.0	3
Bay	0.0	1723	76.0	4.0	1801.0	html version of FL COVID Rep 05-08-2020	2.0	2020-05-08	32.0	0.0	4
Bay	0.0	1769	76.0	4.0	1847.0	html version of FL COVID Rep 05-09-2020	2.0	2020-05-09	46.0	0.0	5
Bay	0.0	1790	76.0	4.0	1868.0	html version of FL COVID Rep 05-10-2020	2.0	2020-05-10	21.0	0.0	6
Bay	0.0	1840	76.0	4.0	1918.0	html version of FL COVID Rep 05-11-2020	2.0	2020-05-11	50.0	0.0	0
Bay	0.0	1865	77.0	4.0	1944.0	html version of FL COVID Rep 05-12-2020	2.0	2020-05-12	25.0	1.0	1
Bay	0.0	1873	77.0	4.0	1952.0	html version of FL COVID Rep 05-13-2020	2.0	2020-05-13	8.0	0.0	2
Bay	0.0	1901	78.0	4.0	1981.0	html version of FL COVID Rep 05-14-2020	2.0	2020-05-14	28.0	1.0	3
Bay	0.0	1914	80.0	4.0	1996.0	html version of FL COVID Rep 05-15-2020	2.0	2020-05-15	13.0	2.0	4
Bay	0.0	1956	83.0	4.0	2041.0	html version of FL COVID Rep 05-16-2020	2.0	2020-05-16	42.0	3.0	5
Bay	0.0	2000	84.0	4.0	2087.0	html version of FL COVID Rep 05-17-2020	3.0	2020-05-17	44.0	1.0	6
Bay	0.0	2190	85.0	4.0	2278.0	html version of FL COVID Rep 05-18-2020	3.0	2020-05-18	190.0	1.0	0
Bay	0.0	2380	86.0	3.0	2469.0	html version of FL COVID Rep 05-19-2020	3.0	2020-05-19	190.0	1.0	1
Bay	0.0	2773	86.0	3.0	2862.0	html version of FL COVID Rep 05-20-2020	3.0	2020-05-20	393.0	0.0	2
Bay	0.0	2940	87.0	3.0	3030.0	html version of FL COVID Rep 05-21-2020	3.0	2020-05-21	167.0	1.0	3
Bay	0.0	3236	92.0	3.0	3331.0	html version of FL COVID Rep 05-22-2020	3.0	2020-05-22	296.0	5.0	4
Bay	0.0	3412	94.0	3.0	3509.0	html version of FL COVID Rep 05-23-2020	3.0	2020-05-23	176.0	2.0	5
Bay	0.0	3495	95.0	3.0	3593.0	html version of FL COVID Rep 05-24-2020	3.0	2020-05-24	83.0	1.0	6
Bay	0.0	3565	97.0	3.0	3665.0	html version of FL COVID Rep 05-25-2020	3.0	2020-05-25	70.0	2.0	0
Bay	0.0	3580	97.0	3.0	3680.0	html version of FL COVID Rep 05-26-2020	3.0	2020-05-26	15.0	0.0	1
Bay	0.0	3608	97.0	3.0	3708.0	html version of FL COVID Rep 05-27-2020	3.0	2020-05-27	28.0	0.0	2
Bay	0.0	3658	97.0	3.0	3758.0	html version of FL COVID Rep 05-28-2020	3.0	2020-05-28	50.0	0.0	3
Bay	0.0	3699	98.0	3.0	3799.0	html version of FL COVID Rep 05-29-2020	2.0	2020-05-29	41.0	1.0	4
Bay	0.0	3733	97.0	3.0	3832.0	html version of FL COVID Rep 05-30-2020	2.0	2020-05-30	34.0	-1.0	5
Bay	0.0	3798	98.0	3.0	3898.0	html version of FL COVID Rep 05-31-2020	2.0	2020-05-31	65.0	1.0	6
Bay	0.0	3826	100.0	3.0	3928.0	html version of FL COVID Rep 06-1-2020	2.0	2020-06-01	28.0	2.0	0
Bay	0.0	3864	99.0	2.0	3965.0	html version of FL COVID Rep 06-2-2020	2.0	2020-06-02	38.0	-1.0	1
Bay	0.0	3989	105.0	3.0	4096.0	html version of FL COVID Rep 06-03-2020	2.0	2020-06-03	125.0	6.0	2
Bay	0.0	4049	111.0	3.0	4162.0	html version of FL COVID Rep 06-04-2020	2.0	2020-06-04	60.0	6.0	3
Bay	3.0	4161	115.0	3.0	4281.0	html version of FL COVID Rep 06-05-2020	2.0	2020-06-05	112.0	4.0	4
Bay	3.0	4258	123.0	3.0	4386.0	html version of FL COVID Rep 06-06-2020	2.0	2020-06-06	97.0	8.0	5
Bay	3.0	4426	130.0	3.0	4561.0	html version of FL COVID Rep 06-07-2020	2.0	2020-06-07	168.0	7.0	6
Bay	3.0	4458	132.0	3.0	4595.0	html version of FL COVID Rep 06-08-2020	2.0	2020-06-08	32.0	2.0	0
Bay	3.0	4612	133.0	3.0	4750.0	html version of FL COVID Rep 06-09-2020	2.0	2020-06-09	154.0	1.0	1
Bay	7.0	4666	135.0	3.0	4810.0	html version of FL COVID Rep 06-10-2020	2.0	2020-06-10	54.0	2.0	2
Bay	23.0	4715	135.0	3.0	4875.0	html version of FL COVID Rep 06-11-2020	2.0	2020-06-11	49.0	0.0	3
Bay	24.0	5097	139.0	3.0	5263.0	html version of FL COVID Rep 06-12-2020	3.0	2020-06-12	382.0	4.0	4
Bay	28.0	5161	141.0	3.0	5333.0	html version of FL COVID Rep 06-13-2020	3.0	2020-06-13	64.0	2.0	5
Bay	27.0	5334	145.0	3.0	5509.0	html version of FL COVID Rep 06-14-2020	3.0	2020-06-14	173.0	4.0	6
Bay	27.0	5511	153.0	3.0	5694.0	html version of FL COVID Rep 06-15-2020	3.0	2020-06-15	177.0	8.0	0
Bay	27.0	5590	157.0	3.0	5777.0	html version of FL COVID Rep 06-16-2020	3.0	2020-06-16	79.0	4.0	1
Bay	27.0	5930	161.0	3.0	6121.0	html version of FL COVID Rep 06-17-2020	3.0	2020-06-17	340.0	4.0	2
Bay	28.0	6023	167.0	3.0	6223.0	html version of FL COVID Rep 06-18-2020	5.0	2020-06-18	93.0	6.0	3
Bay	32.0	6064	175.0	3.0	6276.0	html version of FL COVID Rep 06-19-2020	5.0	2020-06-19	41.0	8.0	4
